日期,代码,名称,价格
2026-05-20,601997,贵阳银行,6.03
2026-05-20,601998,中信银行,7.86
2026-05-20,603001,奥康国际,9.15
2026-05-20,603002,宏昌电子,15.66
2026-05-20,603003,退市龙宇,NaN
2026-05-20,603004,鼎龙科技,21.95
2026-05-20,603005,晶方科技,36.80
2026-05-20,603006,联明股份,14.08
2026-05-20,603008,ST喜临门,9.43
2026-05-20,603012,创力集团,9.50
2026-05-20,603014,威高血净,35.30
2026-05-20,603015,弘讯科技,13.48
2026-05-20,603016,新宏泰,49.43
2026-05-20,603017,中衡设计,14.47
2026-05-20,603019,中科曙光,98.38
2026-05-20,603020,爱普股份,10.61
2026-05-20,603021,*ST华鹏,6.81
2026-05-20,603022,新通联,11.56
2026-05-20,603023,威帝股份,5.15
2026-05-20,603026,石大胜华,100.98
2026-05-20,603027,千禾味业,8.18
2026-05-20,603028,赛福天,9.42
2026-05-20,603030,全筑股份,2.95
2026-05-20,603031,安孚科技,56.84
2026-05-20,603032,德新科技,23.68
2026-05-20,603033,三维股份,11.15
2026-05-20,603038,华立股份,17.41
2026-05-20,603039,泛微网络,48.92
2026-05-20,603041,美思德,14.40
2026-05-20,603042,华脉科技,22.49
2026-05-20,603048,浙江黎明,22.99
2026-05-20,603049,中策橡胶,47.19
2026-05-20,603053,成都燃气,10.02
2026-05-20,603055,台华新材,8.54
2026-05-20,603056,德邦股份,NaN
2026-05-20,603057,紫燕食品,28.41
2026-05-20,603059,倍加洁,30.17
2026-05-20,603061,金海通,348.59
2026-05-20,603063,禾望电气,60.93
2026-05-20,603065,宿迁联盛,8.24
2026-05-20,603068,博通集成,38.25
2026-05-20,603069,海汽集团,17.96
2026-05-20,603072,天和磁材,37.82
2026-05-20,603073,彩蝶实业,20.15
2026-05-20,603075,XD热威股,24.17
2026-05-20,603076,乐惠国际,27.40
2026-05-20,603078,江化微,35.24
2026-05-20,603079,圣达生物,15.28
2026-05-20,603085,天成自控,14.31
2026-05-20,603087,甘李药业,55.15
2026-05-20,603088,宁波精达,12.75
2026-05-20,603089,正裕工业,11.30
2026-05-20,603090,宏盛股份,71.89
2026-05-20,603091,众鑫股份,83.26
2026-05-20,603092,德力佳,76.40
2026-05-20,603095,越剑智能,22.27
2026-05-20,603097,江苏华辰,29.22
2026-05-20,603099,长白山,37.07
2026-05-20,603102,百合股份,40.06
2026-05-20,603108,润达医疗,15.46
2026-05-20,603112,XD华翔股,21.64
2026-05-20,603115,海星股份,97.55
2026-05-20,603116,红蜻蜓,7.71
2026-05-20,603118,共进股份,15.58
2026-05-20,603119,浙江荣泰,76.89
2026-05-20,603124,江南新材,123.48
2026-05-20,603125,常青科技,28.18
2026-05-20,603126,中材节能,8.39
2026-05-20,603127,昭衍新药,38.88
2026-05-20,603128,华贸物流,5.55
2026-05-20,603129,春风动力,244.90
2026-05-20,603130,云中马,47.43
2026-05-20,603132,金徽股份,18.40
2026-05-20,603133,退市碳元,NaN
2026-05-20,603135,中重科技,11.87
2026-05-20,603137,恒尚节能,13.73
2026-05-20,603139,康惠股份,38.85
2026-05-20,603153,上海建科,15.38
2026-05-20,603155,新亚强,20.35
2026-05-20,603156,养元饮品,49.05
2026-05-20,603157,退市拉夏,NaN
2026-05-20,603158,腾龙股份,14.17
2026-05-20,603159,上海亚虹,27.44
2026-05-20,603160,汇顶科技,65.91
2026-05-20,603161,科华控股,13.92
2026-05-20,603162,DR海通发,12.72
2026-05-20,603163,圣晖集成,128.21
2026-05-20,603167,渤海轮渡,9.15
2026-05-20,603170,宝立食品,12.33
2026-05-20,603175,超颖电子,94.61
2026-05-20,603176,汇通集团,5.70
2026-05-20,603177,德创环保,11.52
2026-05-20,603179,DR新泉股,57.38
2026-05-20,603181,皇马科技,15.31
2026-05-20,603182,嘉华股份,14.67
2026-05-20,603185,弘元绿能,21.83
2026-05-20,603186,华正新材,113.99
2026-05-20,603187,海容冷链,13.09
2026-05-20,603188,亚邦股份,5.04
2026-05-20,603191,望变电气,23.28
2026-05-20,603192,汇得科技,21.95
2026-05-20,603193,润本股份,23.51
2026-05-20,603194,中力股份,36.03
2026-05-20,603195,公牛集团,43.35
2026-05-20,603197,保隆科技,34.28
2026-05-20,603198,迎驾贡酒,36.85
2026-05-20,603200,上海洗霸,57.47
2026-05-20,603201,常润股份,17.05
2026-05-20,603203,快克智能,62.42
2026-05-20,603205,健尔康,26.50
2026-05-20,603209,兴通股份,14.25
2026-05-20,603211,晋拓股份,30.18
2026-05-20,603213,镇洋发展,13.64
2026-05-20,603215,比依股份,17.32
2026-05-20,603216,梦天家居,27.65
2026-05-20,603219,富佳股份,18.45
2026-05-20,603221,爱丽家居,12.64
2026-05-20,603222,济民健康,9.83
2026-05-20,603223,恒通股份,9.89
2026-05-20,603225,新凤鸣,17.24
2026-05-20,603227,雪峰科技,8.70
2026-05-20,603228,景旺电子,76.26
2026-05-20,603229,奥翔药业,10.58
2026-05-20,603233,大参林,17.92
2026-05-20,603237,五芳斋,16.27
2026-05-20,603248,锡华科技,32.41
2026-05-20,603255,鼎际得,33.61
2026-05-20,603256,宏和科技,145.00
2026-05-20,603257,中国瑞林,63.10
2026-05-20,603259,药明康德,103.10
2026-05-20,603260,合盛硅业,42.20
2026-05-20,603261,*ST立航,36.06
2026-05-20,603262,技源集团,27.84
2026-05-20,603267,鸿远电子,59.52
2026-05-20,603269,海鸥股份,22.02
2026-05-20,603270,金帝股份,31.47
2026-05-20,603272,*ST联翔,34.26
2026-05-20,603276,恒兴新材,17.92
2026-05-20,603277,银都股份,12.86
2026-05-20,603281,江瀚新材,39.05
2026-05-20,603282,亚光股份,18.01
2026-05-20,603283,赛腾股份,71.00
2026-05-20,603285,键邦股份,51.95
2026-05-20,603288,海天味业,35.88
2026-05-20,603290,斯达半导,127.03
2026-05-20,603293,埃泰克,52.04
2026-05-20,603296,华勤技术,109.81
2026-05-20,603297,永新光学,151.40
2026-05-20,603298,杭叉集团,27.33
2026-05-20,603306,华懋科技,113.20
2026-05-20,603307,扬州金泉,43.64
2026-05-20,603308,应流股份,73.49
2026-05-20,603310,巍华新材,17.56
2026-05-20,603311,金海高科,28.61
2026-05-20,603312,西典新能,40.74
2026-05-20,603316,诚邦股份,24.77
2026-05-20,603317,天味食品,16.15
2026-05-20,603318,水发燃气,10.65
2026-05-20,603320,迪贝电气,25.16
2026-05-20,603321,梅轮电梯,7.36
2026-05-20,603323,苏农银行,4.78
2026-05-20,603324,盛剑科技,30.64
2026-05-20,603328,依顿电子,12.11
2026-05-20,603332,苏州龙杰,13.99
2026-05-20,603333,尚纬股份,10.17
2026-05-20,603335,迪生力,7.20
2026-05-20,603336,宏辉果蔬,12.65
2026-05-20,603338,浙江鼎力,54.83
2026-05-20,603345,安井食品,98.52
2026-05-20,603351,威尔药业,26.76
2026-05-20,603353,和顺石油,53.06
2026-05-20,603355,莱克电气,31.15
2026-05-20,603358,华达科技,38.29
2026-05-20,603360,百傲化学,24.10
2026-05-20,603365,水星家纺,19.59
2026-05-20,603368,柳药集团,16.26
2026-05-20,603369,今世缘,28.36
2026-05-20,603375,盛景微,52.70
2026-05-20,603379,三美股份,56.11
2026-05-20,603380,易德龙,43.08
2026-05-20,603381,永臻股份,23.20
2026-05-20,603388,*ST元成,NaN
2026-05-20,603391,力聚热能,69.23
2026-05-20,603393,新天然气,30.53
2026-05-20,603396,金辰股份,36.69
2026-05-20,603398,*ST沐邦,15.25
2026-05-20,603399,永杉锂业,18.80
2026-05-20,603400,华之杰,87.30
2026-05-20,603407,长裕集团,73.80
2026-05-20,603409,汇通控股,42.66
2026-05-20,603435,嘉德利,NaN
2026-05-20,603439,三力制药,13.50
2026-05-20,603444,吉比特,384.50
2026-05-20,603456,九洲药业,13.11
2026-05-20,603459,红板科技,89.91
2026-05-20,603486,科沃斯,68.68
2026-05-20,603488,展鹏科技,11.24
2026-05-20,603489,八方股份,37.63
2026-05-20,603499,翔港科技,22.17
2026-05-20,603500,祥和实业,10.47
2026-05-20,603505,金石资源,22.03
2026-05-20,603508,思维列控,25.57
2026-05-20,603511,爱慕股份,14.18
2026-05-20,603515,欧普照明,19.71
2026-05-20,603516,淳中科技,126.51
2026-05-20,603517,ST绝味,13.59
2026-05-20,603519,立霸股份,13.52
2026-05-20,603520,司太立,13.75
2026-05-20,603527,众源新材,13.16
2026-05-20,603530,神马电力,61.58
2026-05-20,603535,嘉诚国际,8.39
2026-05-20,603538,美诺华,53.02
2026-05-20,603555,ST贵人,NaN
2026-05-20,603557,*ST起步,4.64
2026-05-20,603559,ST通脉,9.66
2026-05-20,603565,中谷物流,10.81
2026-05-20,603566,普莱柯,11.36
2026-05-20,603567,珍宝岛,7.67
2026-05-20,603568,伟明环保,20.19
2026-05-20,603578,三星新材,15.36
2026-05-20,603587,地素时尚,13.12
2026-05-20,603588,高能环境,13.08
2026-05-20,603589,口子窖,21.32
2026-05-20,603590,康辰药业,35.65
2026-05-20,603595,ST东尼,22.08
2026-05-20,603599,广信股份,11.88
2026-05-20,603600,永艺股份,11.74
2026-05-20,603603,退市博天,NaN
2026-05-20,603605,珀莱雅,56.04
2026-05-20,603607,京华激光,24.73
2026-05-20,603608,天创时尚,17.32
2026-05-20,603612,索通发展,22.87
2026-05-20,603616,韩建河山,6.95
2026-05-20,603618,杭电股份,42.58
2026-05-20,603619,中曼石油,29.98
2026-05-20,603628,清源股份,12.04
2026-05-20,603629,利通电子,181.43
2026-05-20,603633,徕木股份,7.99
2026-05-20,603637,镇海股份,18.17
2026-05-20,603639,海利尔,11.47
2026-05-20,603650,彤程新材,62.88
2026-05-20,603656,泰禾智能,18.99
2026-05-20,603659,璞泰来,32.42
2026-05-20,603662,柯力传感,66.28
2026-05-20,603663,三祥新材,45.73
2026-05-20,603666,亿嘉和,31.18
2026-05-20,603668,天马科技,12.57
2026-05-20,603669,灵康药业,4.36
2026-05-20,603677,奇精机械,16.92
2026-05-20,603678,火炬电子,35.19
2026-05-20,603681,永冠新材,21.60
2026-05-20,603682,锦和商管,9.02
2026-05-20,603683,晶华新材,28.03
2026-05-20,603685,晨丰科技,32.78
2026-05-20,603687,大胜达,17.70
2026-05-20,603688,石英股份,71.89
2026-05-20,603690,至纯科技,31.05
2026-05-20,603699,纽威股份,64.54
2026-05-20,603701,德宏股份,25.84
2026-05-20,603706,东方环宇,24.46
2026-05-20,603708,家家悦,10.07
2026-05-20,603711,香飘飘,15.59
2026-05-20,603712,七一二,16.35
2026-05-20,603713,密尔克卫,52.52
2026-05-20,603719,良品铺子,11.06
2026-05-20,603721,*ST天择,23.18
2026-05-20,603725,天安新材,10.88
2026-05-20,603726,朗迪集团,29.82
2026-05-20,603727,博迈科,18.83
2026-05-20,603730,岱美股份,11.71
2026-05-20,603733,仙鹤股份,20.99
2026-05-20,603737,三棵树,40.20
2026-05-20,603739,蔚蓝生物,14.30
2026-05-20,603755,日辰股份,28.03
2026-05-20,603757,大元泵业,66.50
2026-05-20,603768,常青股份,11.81
2026-05-20,603773,沃格光电,77.76
2026-05-20,603776,永安行,22.04
2026-05-20,603777,来伊份,19.73
2026-05-20,603778,国晟科技,24.91
2026-05-20,603779,威龙股份,13.20
2026-05-20,603786,科博达,54.72
2026-05-20,603789,ST星农,6.04
2026-05-20,603790,雅运股份,32.14
2026-05-20,603798,康普顿,18.36
2026-05-20,603799,华友钴业,58.09
2026-05-20,603800,洪田股份,58.90
2026-05-20,603803,瑞斯康达,15.88
2026-05-20,603806,福斯特,16.62
2026-05-20,603808,歌力思,9.68
2026-05-20,603813,*ST原尚,37.50
2026-05-20,603815,交建股份,6.99
2026-05-20,603816,顾家家居,29.76
2026-05-20,603818,曲美家居,3.69
2026-05-20,603819,神力股份,14.36
2026-05-20,603822,ST嘉澳,81.35
2026-05-20,603823,百合花,23.59
2026-05-20,603826,坤彩科技,36.41
2026-05-20,603829,洛凯股份,26.90
2026-05-20,603843,*ST正平,9.07
2026-05-20,603858,步长制药,15.56
2026-05-20,603859,能科科技,46.34
2026-05-20,603861,白云电器,16.59
2026-05-20,603863,松炀资源,18.21
2026-05-20,603866,桃李面包,4.82
2026-05-20,603868,飞科电器,37.66
2026-05-20,603869,ST智知,11.00
2026-05-20,603878,武进不锈,7.51
2026-05-20,603879,永悦科技,5.66
2026-05-20,603880,南卫股份,8.43
2026-05-20,603882,金域医学,25.93
2026-05-20,603885,吉祥航空,11.06
2026-05-20,603886,元祖股份,11.95
2026-05-20,603889,新澳股份,7.87
2026-05-20,603893,瑞芯微,194.00
2026-05-20,603895,天永智能,40.40
2026-05-20,603899,XD晨光股,21.58
2026-05-20,603906,龙蟠科技,27.83
2026-05-20,603909,建发合诚,11.78
2026-05-20,603912,佳力图,11.38
2026-05-20,603916,苏博特,16.71
2026-05-20,603917,合力科技,13.80
2026-05-20,603919,金徽酒,20.30
2026-05-20,603926,铁流股份,25.15
2026-05-20,603928,兴业股份,16.73
2026-05-20,603929,亚翔集成,188.70
2026-05-20,603931,格林达,50.80
2026-05-20,603933,睿能科技,26.09
2026-05-20,603937,丽岛新材,15.71
2026-05-20,603938,三孚股份,53.76
2026-05-20,603948,建业股份,27.34
2026-05-20,603956,威派格,6.34
2026-05-20,603958,哈森股份,23.80
2026-05-20,603963,*ST大药,NaN
2026-05-20,603966,法兰泰克,13.28
2026-05-20,603968,醋化股份,11.90
2026-05-20,603969,银龙股份,9.60
2026-05-20,603976,正川股份,21.19
2026-05-20,603978,深圳新星,32.99
2026-05-20,603985,恒润股份,26.84
2026-05-20,603986,兆易创新,445.02
2026-05-20,603989,艾华集团,25.71
2026-05-20,603991,至正股份,125.88
2026-05-20,603992,松霖科技,32.20
2026-05-20,603995,甬金股份,18.74
2026-05-20,603996,退市中新,NaN
2026-05-20,603997,继峰股份,13.74
2026-05-20,605003,众望布艺,27.53
2026-05-20,605005,合兴股份,19.11
2026-05-20,605008,长鸿高科,12.38
2026-05-20,605009,豪悦护理,26.36
2026-05-20,605016,百龙创园,27.44
2026-05-20,605018,长华集团,14.01
2026-05-20,605020,永和股份,33.34
2026-05-20,605028,世茂能源,26.19
2026-05-20,605033,美邦股份,22.54
2026-05-20,605055,迎丰股份,12.91
2026-05-20,605056,咸亨国际,25.10
2026-05-20,605058,澳弘电子,38.26
2026-05-20,605060,联德股份,55.89
2026-05-20,605080,浙江自然,26.15
2026-05-20,605081,*ST太和,NaN
2026-05-20,605088,冠盛股份,36.55
2026-05-20,605089,味知香,23.45
2026-05-20,605090,九丰能源,41.77
2026-05-20,605099,共创草坪,44.53
2026-05-20,605100,华丰股份,57.48
2026-05-20,605108,同庆楼,14.05
2026-05-20,605111,新洁能,54.11
2026-05-20,605116,奥锐特,21.17
2026-05-20,605117,德业股份,169.70
2026-05-20,605128,上海沿浦,35.41
2026-05-20,605133,嵘泰股份,40.67
2026-05-20,605138,盛泰集团,7.76
2026-05-20,605151,西上海,22.69
2026-05-20,605168,三人行,61.76
2026-05-20,605169,洪通燃气,13.48
2026-05-20,605177,东亚药业,22.28
2026-05-20,605180,华生科技,15.17
2026-05-20,605189,富春染织,17.73
2026-05-20,605196,华通线缆,41.95
2026-05-20,605198,安德利,58.20
2026-05-20,605208,永茂泰,14.70
2026-05-20,605222,起帆电缆,36.54
2026-05-20,605228,XD神通科,14.09
2026-05-20,605255,天普股份,100.00
2026-05-20,605258,协和电子,36.97
2026-05-20,605287,德才股份,48.90
2026-05-20,605288,凯迪股份,104.61
2026-05-20,605289,罗曼股份,149.01
2026-05-20,605298,必得科技,57.75
2026-05-20,605300,佳禾食品,10.58
2026-05-20,605303,园林股份,27.51
2026-05-20,605305,中际联合,43.16
2026-05-20,605337,李子园,10.21
2026-05-20,605339,南侨食品,16.88
2026-05-20,605358,立昂微,55.78
2026-05-20,605366,宏柏新材,12.25
2026-05-20,605369,拱东医疗,20.20
2026-05-20,605376,博迁新材,137.45
2026-05-20,605378,野马电池,18.48
2026-05-20,605389,长龄液压,119.47
2026-05-20,605399,晨光新材,15.65
2026-05-20,605499,东鹏饮料,149.00
2026-05-20,605500,森林包装,9.84
2026-05-20,605507,国邦医药,22.40
2026-05-20,605555,德昌股份,16.31
2026-05-20,605566,福莱蒽特,35.72
2026-05-20,605567,春雪食品,10.68
2026-05-20,605588,冠石科技,63.19
2026-05-20,605589,圣泉集团,47.87
2026-05-20,605598,上海港湾,51.14
2026-05-20,605599,菜百股份,16.61
2026-05-20,688001,华兴源创,61.31
2026-05-20,688002,睿创微纳,135.04
2026-05-20,688005,容百科技,35.31
2026-05-20,688006,杭可科技,34.65
2026-05-20,688008,澜起科技,257.30
2026-05-20,688010,福光股份,41.20
2026-05-20,688011,新光光电,67.12
2026-05-20,688012,中微公司,490.33
2026-05-20,688013,天臣医疗,31.43
2026-05-20,688017,绿的谐波,323.66
2026-05-20,688018,乐鑫科技,188.58
2026-05-20,688019,安集科技,323.84
2026-05-20,688020,方邦股份,143.21
2026-05-20,688021,奥福科技,27.86
2026-05-20,688025,杰普特,405.50
2026-05-20,688026,洁特生物,15.96
2026-05-20,688027,国盾量子,578.81
2026-05-20,688028,沃尔德,118.10
2026-05-20,688029,南微医学,80.85
2026-05-20,688030,山石网科,17.72
2026-05-20,688032,禾迈股份,114.97
2026-05-20,688035,德邦科技,89.95
2026-05-20,688037,芯源微,307.81
2026-05-20,688038,中科通达,20.69
2026-05-20,688041,海光信息,316.74
2026-05-20,688045,必易微,73.23
2026-05-20,688046,药康生物,21.35
2026-05-20,688047,龙芯中科,166.00
2026-05-20,688049,炬芯科技,52.31
2026-05-20,688051,佳华科技,46.33
2026-05-20,688052,纳芯微,251.50
2026-05-20,688053,ST思科瑞,42.00
2026-05-20,688056,莱伯泰科,35.98
2026-05-20,688057,金达莱,13.56
2026-05-20,688059,华锐精密,145.60
2026-05-20,688060,云涌科技,45.96
2026-05-20,688061,灿瑞科技,43.80
2026-05-20,688062,迈威生物-U,33.12
2026-05-20,688063,派能科技,82.73
2026-05-20,688065,凯赛生物,45.11
2026-05-20,688069,德林海,67.79
2026-05-20,688070,纵横股份,48.41
2026-05-20,688071,华依科技,40.25
2026-05-20,688072,拓荆科技,634.88
2026-05-20,688073,毕得医药,55.21
2026-05-20,688075,安旭生物,36.46
2026-05-20,688077,大地熊,30.73
2026-05-20,688079,美迪凯,18.79
2026-05-20,688081,兴图新科,59.03
2026-05-20,688082,盛美上海,210.68
2026-05-20,688083,中望软件,61.70
2026-05-20,688086,退市紫晶,NaN
2026-05-20,688089,嘉必优,14.83
2026-05-20,688090,瑞松科技,91.65
2026-05-20,688092,爱科科技,29.59
2026-05-20,688093,世华科技,33.42
2026-05-20,688097,博众精工,63.39
2026-05-20,688100,威胜信息,39.51
2026-05-20,688101,三达膜,18.80
2026-05-20,688102,斯瑞新材,41.13
2026-05-20,688103,国力电子,66.75
2026-05-20,688105,诺唯赞,20.81
2026-05-20,688106,金宏气体,32.50
2026-05-20,688107,安路科技,48.40
2026-05-20,688109,品茗科技,90.87
2026-05-20,688110,东芯股份,164.75
2026-05-20,688112,鼎阳科技,75.55
2026-05-20,688113,联测科技,45.86
2026-05-20,688114,华大智造,54.94
2026-05-20,688115,思林杰,60.90
2026-05-20,688116,天奈科技,43.99
2026-05-20,688117,圣诺生物,35.40
2026-05-20,688120,华海清科,298.00
2026-05-20,688121,卓然股份,6.48
2026-05-20,688123,聚辰股份,165.00
2026-05-20,688125,安达智能,212.50
2026-05-20,688126,沪硅产业,29.31
2026-05-20,688127,蓝特光学,98.63
2026-05-20,688128,中国电研,27.37
2026-05-20,688129,东来技术,29.84
2026-05-20,688130,晶华微,30.63
2026-05-20,688131,皓元医药,75.39
2026-05-20,688133,泰坦科技,27.25
2026-05-20,688135,利扬芯片,44.96
2026-05-20,688137,近岸蛋白,46.82
2026-05-20,688138,清溢光电,35.19
2026-05-20,688139,海尔生物,33.25
2026-05-20,688141,杰华特,101.86
2026-05-20,688143,长盈通,142.39
2026-05-20,688146,中船特气,141.58
2026-05-20,688147,微导纳米,99.71
2026-05-20,688148,芳源股份,10.13
2026-05-20,688150,莱特光电,66.11
2026-05-20,688153,唯捷创芯,34.07
2026-05-20,688155,先惠技术,100.47
2026-05-20,688157,松井股份,34.70
2026-05-20,688163,赛伦生物,41.44
2026-05-20,688167,炬光科技,486.21
2026-05-20,688168,安博通,86.40
2026-05-20,688169,石头科技,128.25
2026-05-20,688170,德龙激光,76.80
2026-05-20,688171,纬德信息,53.66
2026-05-20,688172,燕东微,58.88
2026-05-20,688173,希荻微,19.48
2026-05-20,688175,高凌信息,36.78
2026-05-20,688176,亚虹医药-U,12.60
2026-05-20,688178,万德斯,35.54
2026-05-20,688179,阿拉丁,24.10
2026-05-20,688180,君实生物-U,38.50
2026-05-20,688181,八亿时空,40.07
2026-05-20,688182,灿勤科技,44.95
2026-05-20,688183,生益电子,104.14
2026-05-20,688184,ST帕瓦,13.85
2026-05-20,688187,时代电气,54.43
2026-05-20,688188,柏楚电子,177.81
2026-05-20,688190,云路股份,107.00
2026-05-20,688191,智洋创新,58.38
2026-05-20,688192,迪哲医药-U,52.00
2026-05-20,688195,腾景科技,349.07
2026-05-20,688197,首药控股-U,42.36
2026-05-20,688199,久日新材,30.66
2026-05-20,688200,华峰测控,478.00
2026-05-20,688201,ST信安,9.01
2026-05-20,688202,美迪西,63.29
2026-05-20,688203,海正生材,14.58
2026-05-20,688205,德科立,267.07
2026-05-20,688206,概伦电子,39.70
2026-05-20,688208,道通科技,40.26
2026-05-20,688209,英集芯,26.90
2026-05-20,688211,中科微至,39.50
2026-05-20,688213,思特威-W,115.70
2026-05-20,688215,瑞晟智能,78.75
2026-05-20,688216,气派科技,37.57
2026-05-20,688217,睿昂基因,29.24
2026-05-20,688218,江苏北人,45.67
2026-05-20,688219,会通股份,11.83
2026-05-20,688220,翱捷科技-U,124.52
2026-05-20,688221,前沿生物-U,22.37
2026-05-20,688222,成都先导,29.07
2026-05-20,688226,威腾电气,65.12
2026-05-20,688228,开普云,115.72
2026-05-20,688230,芯导科技,75.71
2026-05-20,688231,隆达股份,50.04
2026-05-20,688233,神工股份,107.38
2026-05-20,688234,天岳先进,155.10
2026-05-20,688235,百济神州,243.98
2026-05-20,688236,春立医疗,16.85
2026-05-20,688237,超卓航科,52.11
2026-05-20,688238,和元生物,6.39
2026-05-20,688249,晶合集成,42.88
2026-05-20,688252,天德钰,24.42
2026-05-20,688253,英诺特,65.91
2026-05-20,688255,凯尔达,34.97
2026-05-20,688256,寒武纪,1362.41
2026-05-20,688257,新锐股份,87.28
2026-05-20,688259,创耀科技,40.50
2026-05-20,688262,国芯科技,40.40
2026-05-20,688265,南模生物,39.00
2026-05-20,688266,泽璟制药-U,100.07
2026-05-20,688267,中触媒,34.20
2026-05-20,688268,华特气体,183.00
2026-05-20,688269,凯立新材,41.20
2026-05-20,688271,联影医疗,112.00
2026-05-20,688275,万润新能,146.67
2026-05-20,688277,天智航-U,19.83
2026-05-20,688278,特宝生物,57.90
2026-05-20,688279,峰岹科技,250.00
2026-05-20,688281,华秦科技,84.16
2026-05-20,688282,理工导航,85.17
2026-05-20,688283,坤恒顺维,49.02
2026-05-20,688285,高铁电气,9.11
2026-05-20,688286,敏芯股份,75.51
2026-05-20,688289,圣湘生物,17.74
2026-05-20,688290,景业智能,76.10
2026-05-20,688293,奥浦迈,46.89
2026-05-20,688295,中复神鹰,53.34
2026-05-20,688297,中无人机,45.17
2026-05-20,688299,长阳科技,20.54
2026-05-20,688301,奕瑞科技,164.24
2026-05-20,688303,大全能源,21.49
2026-05-20,688305,科德数控,68.10
2026-05-20,688307,中润光学,91.80
2026-05-20,688310,迈得医疗,16.97
2026-05-20,688312,燕麦科技,103.08
2026-05-20,688313,仕佳光子,184.90
2026-05-20,688315,诺禾致源,15.14
2026-05-20,688317,之江生物,21.66
2026-05-20,688318,财富趋势,117.89
2026-05-20,688321,微芯生物,29.02
2026-05-20,688322,奥比中光-W,102.68
2026-05-20,688323,瑞华泰,37.32
2026-05-20,688325,赛微微电,130.33
2026-05-20,688327,云从科技-UW,14.62
2026-05-20,688328,深科达,76.16
2026-05-20,688329,艾隆科技,26.87
2026-05-20,688331,荣昌生物,116.66
2026-05-20,688332,中科蓝讯,95.24
2026-05-20,688333,铂力特,91.19
2026-05-20,688335,复洁科技,28.22
2026-05-20,688337,普源精电,66.72
2026-05-20,688338,赛科希德,28.41
2026-05-20,688347,华虹公司,177.80
2026-05-20,688348,昱能科技,50.40
2026-05-20,688349,三一重能,22.00
2026-05-20,688350,富淼科技,40.00
2026-05-20,688351,微电生理,25.86
2026-05-20,688353,华盛锂电,100.18
2026-05-20,688357,建龙微纳,35.49
2026-05-20,688358,祥生医疗,34.69
2026-05-20,688359,三孚新科,134.69
2026-05-20,688361,中科飞测,258.94
2026-05-20,688362,甬矽电子,54.82
2026-05-20,688363,华熙生物,40.00
2026-05-20,688367,工大高科,37.18
2026-05-20,688368,晶丰明源,211.13
2026-05-20,688370,丛麟科技,25.58
2026-05-20,688371,菲沃泰,41.40
2026-05-20,688372,伟测科技,172.67
2026-05-20,688375,国博电子,111.35
2026-05-20,688377,迪威尔,43.08
2026-05-20,688378,奥来德,50.33
2026-05-20,688379,华光新材,76.94
2026-05-20,688380,中微半导,55.29
2026-05-20,688381,帝奥微,42.28
2026-05-20,688382,益方生物-U,20.08
2026-05-20,688383,新益昌,139.58
2026-05-20,688385,复旦微电,71.91
2026-05-20,688386,泛亚微透,89.85
2026-05-20,688387,信科移动-U,19.20
2026-05-20,688388,嘉元科技,46.35
2026-05-20,688390,固德威,143.50
2026-05-20,688391,钜泉科技,34.36
2026-05-20,688392,骄成超声,175.90
2026-05-20,688393,安必平,24.59
2026-05-20,688395,正弦电气,31.67
2026-05-20,688396,华润微,65.61
2026-05-20,688399,硕世生物,60.83
2026-05-20,688400,凌云光,67.83
2026-05-20,688401,路维光电,74.33
2026-05-20,688403,XD汇成股,20.74
2026-05-20,688408,中信博,39.94
2026-05-20,688409,富创精密,187.50
2026-05-20,688410,山外山,16.11
2026-05-20,688411,海博思创,265.19
2026-05-20,688416,恒烁股份,125.23
2026-05-20,688418,震有科技,51.11
2026-05-20,688419,耐科装备,57.53
2026-05-20,688420,美腾科技,28.87
2026-05-20,688425,铁建重工,4.45
2026-05-20,688428,诺诚健华,24.49
2026-05-20,688429,时创能源,14.19
2026-05-20,688433,华曙高科,96.45
2026-05-20,688435,英方软件,44.59
2026-05-20,688439,振华风光,52.72
2026-05-20,688443,智翔金泰-U,29.25
2026-05-20,688448,磁谷科技,70.60
2026-05-20,688449,联芸科技,88.60
2026-05-20,688450,光格科技,46.74
2026-05-20,688455,科捷智能,22.05
2026-05-20,688458,美芯晟,46.49
2026-05-20,688469,芯联集成-U,7.99
2026-05-20,688472,阿特斯,15.05
2026-05-20,688475,萤石网络,30.62
2026-05-20,688479,友车科技,41.20
2026-05-20,688480,赛恩斯,94.38
2026-05-20,688484,南芯科技,48.00
2026-05-20,688485,九州一轨,59.80
2026-05-20,688486,龙迅股份,90.41
2026-05-20,688488,艾迪药业,15.97
2026-05-20,688489,三未信安,43.00
2026-05-20,688496,*ST清越,1.60
2026-05-20,688498,源杰科技,1114.94
2026-05-20,688499,利元亨,58.25
2026-05-20,688500,慧辰股份,60.63
2026-05-20,688501,青达环保,24.59
2026-05-20,688502,茂莱光学,585.11
2026-05-20,688503,聚和材料,116.20
2026-05-20,688506,百利天恒,247.31
2026-05-20,688507,索辰科技,155.30
2026-05-20,688508,芯朋微,93.78
2026-05-20,688509,正元地信,4.96
2026-05-20,688511,天微电子,27.83
2026-05-20,688512,慧智微-U,15.36
2026-05-20,688513,苑东生物,56.31
2026-05-20,688515,裕太微-U,238.54
2026-05-20,688516,奥特维,80.75
2026-05-20,688517,金冠电气,24.02
